valorcompra,valormanutencao,portas,pessoas,portamalas,nivelseguranca,classes
1,4,4,2,pequeno,2,inaceitavel
1,4,4,2,pequeno,3,inaceitavel
1,4,4,2,2,1,inaceitavel
1,4,4,2,2,2,inaceitavel
1,4,4,2,2,3,inaceitavel
1,4,4,2,grande,1,inaceitavel
1,4,4,2,grande,2,inaceitavel
1,4,4,2,grande,3,inaceitavel
1,4,4,4,pequeno,1,inaceitavel
1,4,4,4,pequeno,2,inaceitavel
1,4,4,4,pequeno,3,aceitavel
1,4,4,4,2,1,inaceitavel
1,4,4,4,2,2,aceitavel
1,4,4,4,2,3,aceitavel
1,4,4,4,grande,1,inaceitavel
1,4,4,4,grande,2,aceitavel
1,4,4,4,grande,3,aceitavel
1,4,4,5mais,pequeno,1,inaceitavel
1,4,4,5mais,pequeno,2,inaceitavel
1,4,4,5mais,pequeno,3,aceitavel
1,4,4,5mais,2,1,inaceitavel
1,4,4,5mais,2,2,aceitavel
1,4,4,5mais,2,3,aceitavel
1,4,4,5mais,grande,1,inaceitavel
1,4,4,5mais,grande,2,aceitavel
1,4,4,5mais,grande,3,aceitavel
1,4,5,2,pequeno,1,inaceitavel
1,4,5,2,pequeno,2,inaceitavel
1,4,5,2,pequeno,3,inaceitavel
1,4,5,2,2,1,inaceitavel
1,4,5,2,2,2,inaceitavel
1,4,5,2,2,3,inaceitavel
1,4,5,2,grande,1,inaceitavel
1,4,5,2,grande,2,inaceitavel
1,4,5,2,grande,3,inaceitavel
1,4,5,4,pequeno,1,inaceitavel
1,4,5,4,pequeno,2,inaceitavel
1,4,5,4,pequeno,3,aceitavel
1,4,5,4,2,1,inaceitavel
1,4,5,4,2,2,aceitavel
1,4,5,4,2,3,aceitavel
1,4,5,4,grande,1,inaceitavel
1,4,5,4,grande,2,aceitavel
1,4,5,4,grande,3,aceitavel
1,4,5,5mais,pequeno,1,inaceitavel
1,4,5,5mais,pequeno,2,inaceitavel
1,4,5,5mais,pequeno,3,aceitavel
1,4,5,5mais,2,1,inaceitavel
1,4,5,5mais,2,2,aceitavel
1,4,5,5mais,2,3,aceitavel
1,4,5,5mais,grande,1,inaceitavel
1,4,5,5mais,grande,2,aceitavel
1,4,5,5mais,grande,3,aceitavel
1,3,2,2,pequeno,1,inaceitavel
1,3,2,2,pequeno,2,inaceitavel
1,3,2,2,pequeno,3,inaceitavel
1,3,2,2,2,1,inaceitavel
1,3,2,2,2,2,inaceitavel
1,3,2,2,2,3,inaceitavel
1,3,2,2,grande,1,inaceitavel
1,3,2,2,grande,2,inaceitavel
1,3,2,2,grande,3,inaceitavel
1,3,2,4,pequeno,1,inaceitavel
1,3,2,4,pequeno,2,aceitavel
1,3,2,4,pequeno,3,aceitavel
1,3,2,4,2,1,inaceitavel
1,3,2,4,2,2,aceitavel
1,3,2,4,2,3,aceitavel
1,3,2,4,grande,1,inaceitavel
1,3,2,4,grande,2,aceitavel
1,3,2,4,grande,3,otimo
1,3,2,5mais,pequeno,1,inaceitavel
1,3,2,5mais,pequeno,2,inaceitavel
1,3,2,5mais,pequeno,3,inaceitavel
1,3,2,5mais,2,1,inaceitavel
1,3,2,5mais,2,2,aceitavel
1,3,2,5mais,2,3,aceitavel
1,3,2,5mais,grande,1,inaceitavel
1,3,2,5mais,grande,2,aceitavel
1,3,2,5mais,grande,3,otimo
1,3,3,2,pequeno,1,inaceitavel
1,3,3,2,pequeno,2,inaceitavel
1,3,3,2,pequeno,3,inaceitavel
1,3,3,2,2,1,inaceitavel
1,3,3,2,2,2,inaceitavel
1,3,3,2,2,3,inaceitavel
1,3,3,2,grande,1,inaceitavel
1,3,3,2,grande,2,inaceitavel
1,3,3,2,grande,3,inaceitavel
1,3,3,4,pequeno,1,inaceitavel
1,3,3,4,pequeno,2,aceitavel
1,3,3,4,pequeno,3,aceitavel
1,3,3,4,2,1,inaceitavel
1,3,3,4,2,2,aceitavel
1,3,3,4,2,3,aceitavel
1,3,3,4,grande,1,inaceitavel
1,3,3,4,grande,2,aceitavel
1,3,3,4,grande,3,otimo
1,3,3,5mais,pequeno,1,inaceitavel
1,3,3,5mais,pequeno,2,aceitavel
1,3,3,5mais,pequeno,3,aceitavel
1,3,3,5mais,2,1,inaceitavel
1,3,3,5mais,2,2,aceitavel
1,3,3,5mais,2,3,otimo
1,3,3,5mais,grande,1,inaceitavel
1,3,3,5mais,grande,2,aceitavel
1,3,3,5mais,grande,3,otimo
1,3,4,2,pequeno,1,inaceitavel
1,3,4,2,pequeno,2,inaceitavel
1,3,4,2,pequeno,3,inaceitavel
1,3,4,2,2,1,inaceitavel
1,3,4,2,2,2,inaceitavel
1,3,4,2,2,3,inaceitavel
1,3,4,2,grande,1,inaceitavel
1,3,4,2,grande,2,inaceitavel
1,3,4,2,grande,3,inaceitavel
1,3,4,4,pequeno,1,inaceitavel
1,3,4,4,pequeno,2,aceitavel
1,3,4,4,pequeno,3,aceitavel
1,3,4,4,2,1,inaceitavel
1,3,4,4,2,2,aceitavel
1,3,4,4,2,3,otimo
1,3,4,4,grande,1,inaceitavel
1,3,4,4,grande,2,aceitavel
1,3,4,4,grande,3,otimo
1,3,4,5mais,pequeno,1,inaceitavel
1,3,4,5mais,pequeno,2,aceitavel
1,3,4,5mais,pequeno,3,aceitavel
1,3,4,5mais,2,1,inaceitavel
1,3,4,5mais,2,2,aceitavel
1,3,4,5mais,2,3,otimo
1,3,4,5mais,grande,1,inaceitavel
1,3,4,5mais,grande,2,aceitavel
1,3,4,5mais,grande,3,otimo
1,3,5,2,pequeno,1,inaceitavel
1,3,5,2,pequeno,2,inaceitavel
1,3,5,2,pequeno,3,inaceitavel
1,3,5,2,2,1,inaceitavel
1,3,5,2,2,2,inaceitavel
1,3,5,2,2,3,inaceitavel
1,3,5,2,grande,1,inaceitavel
1,3,5,2,grande,2,inaceitavel
1,3,5,2,grande,3,inaceitavel
1,3,5,4,pequeno,1,inaceitavel
1,3,5,4,pequeno,2,aceitavel
1,3,5,4,pequeno,3,aceitavel
1,3,5,4,2,1,inaceitavel
1,3,5,4,2,2,aceitavel
1,3,5,4,2,3,otimo
1,3,5,4,grande,1,inaceitavel
1,3,5,4,grande,2,aceitavel
1,3,5,4,grande,3,otimo
1,3,5,5mais,pequeno,1,inaceitavel
1,3,5,5mais,pequeno,2,aceitavel
1,3,5,5mais,pequeno,3,aceitavel
1,3,5,5mais,2,1,inaceitavel
1,3,5,5mais,2,2,aceitavel
1,3,5,5mais,2,3,otimo
1,3,5,5mais,grande,1,inaceitavel
1,3,5,5mais,grande,2,aceitavel
1,3,5,5mais,grande,3,otimo
1,2,2,2,pequeno,1,inaceitavel
1,2,2,2,pequeno,2,inaceitavel
1,2,2,2,pequeno,3,inaceitavel
1,2,2,2,2,1,inaceitavel
1,2,2,2,2,2,inaceitavel
1,2,2,2,2,3,inaceitavel
1,2,2,2,grande,1,inaceitavel
1,2,2,2,grande,2,inaceitavel
1,2,2,2,grande,3,inaceitavel
1,2,2,4,pequeno,1,inaceitavel
1,2,2,4,pequeno,2,aceitavel
1,2,2,4,pequeno,3,bom
1,2,2,4,2,1,inaceitavel
1,2,2,4,2,2,aceitavel
1,2,2,4,2,3,bom
1,2,2,4,grande,1,inaceitavel
1,2,2,4,grande,2,bom
1,2,2,4,grande,3,otimo
1,2,2,5mais,pequeno,1,inaceitavel
1,2,2,5mais,pequeno,2,inaceitavel
1,2,2,5mais,pequeno,3,inaceitavel
1,2,2,5mais,2,1,inaceitavel
1,2,2,5mais,2,2,aceitavel
1,2,2,5mais,2,3,bom
1,2,2,5mais,grande,1,inaceitavel
1,2,2,5mais,grande,2,bom
1,2,2,5mais,grande,3,otimo
1,2,3,2,pequeno,1,inaceitavel
1,2,3,2,pequeno,2,inaceitavel
1,2,3,2,pequeno,3,inaceitavel
1,2,3,2,2,1,inaceitavel
1,2,3,2,2,2,inaceitavel
1,2,3,2,2,3,inaceitavel
1,2,3,2,grande,1,inaceitavel
1,2,3,2,grande,2,inaceitavel
1,2,3,2,grande,3,inaceitavel
1,2,3,4,pequeno,1,inaceitavel
1,2,3,4,pequeno,2,aceitavel
1,2,3,4,pequeno,3,bom
1,2,3,4,2,1,inaceitavel
1,2,3,4,2,2,aceitavel
1,2,3,4,2,3,bom
1,2,3,4,grande,1,inaceitavel
1,2,3,4,grande,2,bom
1,2,3,4,grande,3,otimo
1,2,3,5mais,pequeno,1,inaceitavel
1,2,3,5mais,pequeno,2,aceitavel
1,2,3,5mais,pequeno,3,bom
1,2,3,5mais,2,1,inaceitavel
1,2,3,5mais,2,2,bom
1,2,3,5mais,2,3,otimo
1,2,3,5mais,grande,1,inaceitavel
1,2,3,5mais,grande,2,bom
1,2,3,5mais,grande,3,otimo
1,2,4,2,pequeno,1,inaceitavel
1,2,4,2,pequeno,2,inaceitavel
1,2,4,2,pequeno,3,inaceitavel
1,2,4,2,2,1,inaceitavel
1,2,4,2,2,2,inaceitavel
1,2,4,2,2,3,inaceitavel
1,2,4,2,grande,1,inaceitavel
1,2,4,2,grande,2,inaceitavel
1,2,4,2,grande,3,inaceitavel
1,2,4,4,pequeno,1,inaceitavel
1,2,4,4,pequeno,2,aceitavel
1,2,4,4,pequeno,3,bom
1,2,4,4,2,1,inaceitavel
1,2,4,4,2,2,bom
1,2,4,4,2,3,otimo
1,2,4,4,grande,1,inaceitavel
1,2,4,4,grande,2,bom
1,2,4,4,grande,3,otimo
1,2,4,5mais,pequeno,1,inaceitavel
1,2,4,5mais,pequeno,2,aceitavel
1,2,4,5mais,pequeno,3,bom
1,2,4,5mais,2,1,inaceitavel
1,2,4,5mais,2,2,bom
1,2,4,5mais,2,3,otimo
1,2,4,5mais,grande,1,inaceitavel
1,2,4,5mais,grande,2,bom
1,2,4,5mais,grande,3,otimo
1,2,5,2,pequeno,1,inaceitavel
1,2,5,2,pequeno,2,inaceitavel
1,2,5,2,pequeno,3,inaceitavel
1,2,5,2,2,1,inaceitavel
1,2,5,2,2,2,inaceitavel
1,2,5,2,2,3,inaceitavel
1,2,5,2,grande,1,inaceitavel
1,2,5,2,grande,2,inaceitavel
1,2,5,2,grande,3,inaceitavel
1,2,5,4,pequeno,1,inaceitavel
1,2,5,4,pequeno,2,aceitavel
1,2,5,4,pequeno,3,bom
1,2,5,4,2,1,inaceitavel
1,2,5,4,2,2,bom
1,2,5,4,2,3,otimo
1,2,5,4,grande,1,inaceitavel
1,2,5,4,grande,2,bom
1,2,5,4,grande,3,otimo
1,2,5,5mais,pequeno,1,inaceitavel
1,2,5,5mais,pequeno,2,aceitavel
1,2,5,5mais,pequeno,3,bom
1,2,5,5mais,2,1,inaceitavel
1,2,5,5mais,2,2,bom
1,2,5,5mais,2,3,otimo
1,2,5,5mais,grande,1,inaceitavel
1,2,5,5mais,grande,2,bom
1,2,5,5mais,grande,3,otimo
1,1,2,2,pequeno,1,inaceitavel
1,1,2,2,pequeno,2,inaceitavel
1,1,2,2,pequeno,3,inaceitavel
1,1,2,2,2,1,inaceitavel
1,1,2,2,2,2,inaceitavel
1,1,2,2,2,3,inaceitavel
1,1,2,2,grande,1,inaceitavel
1,1,2,2,grande,2,inaceitavel
1,1,2,2,grande,3,inaceitavel
1,1,2,4,pequeno,1,inaceitavel
1,1,2,4,pequeno,2,aceitavel
1,1,2,4,pequeno,3,bom
1,1,2,4,2,1,inaceitavel
1,1,2,4,2,2,aceitavel
1,1,2,4,2,3,bom
1,1,2,4,grande,1,inaceitavel
1,1,2,4,grande,2,bom
1,1,2,4,grande,3,otimo
1,1,2,5mais,pequeno,1,inaceitavel
1,1,2,5mais,pequeno,2,inaceitavel
1,1,2,5mais,pequeno,3,inaceitavel
1,1,2,5mais,2,1,inaceitavel
1,1,2,5mais,2,2,aceitavel
1,1,2,5mais,2,3,bom
1,1,2,5mais,grande,1,inaceitavel
1,1,2,5mais,grande,2,bom
1,1,2,5mais,grande,3,otimo
1,1,3,2,pequeno,1,inaceitavel
1,1,3,2,pequeno,2,inaceitavel
1,1,3,2,pequeno,3,inaceitavel
1,1,3,2,2,1,inaceitavel
1,1,3,2,2,2,inaceitavel
1,1,3,2,2,3,inaceitavel
1,1,3,2,grande,1,inaceitavel
1,1,3,2,grande,2,inaceitavel
1,1,3,2,grande,3,inaceitavel
1,1,3,4,pequeno,1,inaceitavel
1,1,3,4,pequeno,2,aceitavel
1,1,3,4,pequeno,3,bom
1,1,3,4,2,1,inaceitavel
1,1,3,4,2,2,aceitavel
1,1,3,4,2,3,bom
1,1,3,4,grande,1,inaceitavel
1,1,3,4,grande,2,bom
1,1,3,4,grande,3,otimo
1,1,3,5mais,pequeno,1,inaceitavel
1,1,3,5mais,pequeno,2,aceitavel
1,1,3,5mais,pequeno,3,bom
1,1,3,5mais,2,1,inaceitavel
1,1,3,5mais,2,2,bom
1,1,3,5mais,2,3,otimo
1,1,3,5mais,grande,1,inaceitavel
1,1,3,5mais,grande,2,bom
1,1,3,5mais,grande,3,otimo
1,1,4,2,pequeno,1,inaceitavel
1,1,4,2,pequeno,2,inaceitavel
1,1,4,2,pequeno,3,inaceitavel
1,1,4,2,2,1,inaceitavel
1,1,4,2,2,2,inaceitavel
1,1,4,2,2,3,inaceitavel
1,1,4,2,grande,1,inaceitavel
1,1,4,2,grande,2,inaceitavel
1,1,4,2,grande,3,inaceitavel
1,1,4,4,pequeno,1,inaceitavel
1,1,4,4,pequeno,2,aceitavel
1,1,4,4,pequeno,3,bom
1,1,4,4,2,1,inaceitavel
1,1,4,4,2,2,bom
1,1,4,4,2,3,otimo
1,1,4,4,grande,1,inaceitavel
1,1,4,4,grande,2,bom
1,1,4,4,grande,3,otimo
1,1,4,5mais,pequeno,1,inaceitavel
1,1,4,5mais,pequeno,2,aceitavel
1,1,4,5mais,pequeno,3,bom
1,1,4,5mais,2,1,inaceitavel
1,1,4,5mais,2,2,bom
1,1,4,5mais,2,3,otimo
1,1,4,5mais,grande,1,inaceitavel
1,1,4,5mais,grande,2,bom
1,1,4,5mais,grande,3,otimo
1,1,5,2,pequeno,1,inaceitavel
1,1,5,2,pequeno,2,inaceitavel
1,1,5,2,pequeno,3,inaceitavel
1,1,5,2,2,1,inaceitavel
1,1,5,2,2,2,inaceitavel
1,1,5,2,2,3,inaceitavel
1,1,5,2,grande,1,inaceitavel
1,1,5,2,grande,2,inaceitavel
1,1,5,2,grande,3,inaceitavel
1,1,5,4,pequeno,1,inaceitavel
1,1,5,4,pequeno,2,aceitavel
1,1,5,4,pequeno,3,bom
1,1,5,4,2,1,inaceitavel
1,1,5,4,2,2,bom
1,1,5,4,2,3,otimo
1,1,5,4,grande,1,inaceitavel
1,1,5,4,grande,2,bom
1,1,5,4,grande,3,otimo
1,1,5,5mais,pequeno,1,inaceitavel
1,1,5,5mais,pequeno,2,aceitavel
1,1,5,5mais,pequeno,3,bom
1,1,5,5mais,2,1,inaceitavel
1,1,5,5mais,2,2,bom
1,1,5,5mais,2,3,otimo
1,1,5,5mais,grande,1,inaceitavel
1,1,5,5mais,grande,2,bom
1,1,5,5mais,grande,3,otimo
